actorId,actorName
1280,Farrah Fawcett
1281,Burt Reynolds
1282,John Clarke
1283,Dickie Jones
1284,Maya Lin
1285,Matt McCoy
1286,Matt LeBlanc
1287,Whoopi Goldberg
1288,Keanu Reeves
1289,Peter Weller
1290,Frances Fisher
1291,Heydon Prowse
1292,Patrick Timsit
1293,Sterling Holloway
1294,Clara Bellar
1295,Melvyn Douglas
1296,Jorge Perugorría
1297,Erika Eleniak
1298,Isaac Mizrahi
1299,Michael Rapaport
1300,Brittany Murphy
1301,Joe McFadden
1302,Iemasa Kayumi
1303,Treat Williams
1304,Paul Gleason
1305,Jean-Louis Millette
1306,Eric Bogosian
1307,Jennifer Nitsch
1308,Chu-Ryun Kim
1309,Brigitte Bardot
1310,Marzena Trybala
1311,Billy Campbell
1312,Hwang Sin-hye
1313,Hugo Weaving
1314,Martin Lawrence
1315,Kanin Howell
1316,Phoebe Cates
1317,James Caan
1318,Maurizio Nichetti
1319,Moira Kelly
1320,Miles Davis
1321,Jean-Louis Trintignant
1322,Philippe Noiret
1323,Thomas J. Cahill
1324,Tony Curtis
1325,Scott McAfee
1326,Chris Sarandon
1327,Chad McQueen
1328,Gérard Depardieu
1329,Fabrice Luchini
1330,Claudette Carracedo
1331,Imogen Stubbs
1332,Samuel L. Jackson
1333,Heather Graham
1334,Michele Placido
1335,Marco Leonardi
1336,Woody Harrelson
1337,Alec Baldwin
1338,Michelle Forbes
1339,Jane Fonda
1340,Sue Price
1341,Zoe Carides
1342,Talia Shire
1343,Mark Linn-Baker
1344,Max Cullen
1345,Kevin Dillon
1346,Beverly D'Angelo
1347,Cynthia Adler
1348,Peter Reznick
1349,Gary Lockwood
1350,Martha Plimpton
1351,Dennis Farina
1352,Jaye Davidson
1353,Brendan Fraser
1354,Maurice Dean Wint
1355,Amanda Sandrelli
1356,Hugh Grant
1357,James Andrews
1358,Samuel Gould
1359,Juliano Mer-Khamis
1360,Steve Guttenberg
1361,Holly Hunter
1362,Gary Busey
1363,Julie Carmen
1364,Christopher Reeve
1365,Tom Sizemore
1366,Jesper Salén
1367,Vladimir Cruz
1368,Lance Henriksen
1369,Victoria Smurfit
1370,Dermot Mulroney
1371,Kadeem Hardison
1372,Dom DeLuise
1373,Katina Commings
1374,Roseanne Barr
1375,Yûko Mochizuki
1376,Stacy Keach
1377,Josh Hamilton
1378,Charlotte Gainsbourg
1379,Landu Nzunzimbu Matshia
1380,Steffen Schroeder
1381,Sharmila Tagore
1382,Thora Birch
1383,David Patrick Kelly
1384,Deborah Amos
1385,Kim Basinger
1386,Alain Chabat
1387,Thokozani Nkosi
1388,Kathy Jamieson
1389,Caridad Ravelo
1390,Tushka Bergen
1391,Aitana Sánchez-Gijón
1392,Mirta Ibarra
1393,Julie Hagerty
1394,Neve Campbell
1395,Eric da Silva
1396,John Lithgow
1397,James Frain
1398,Jack Palance
1399,Fereshteh Sadre Orafaiy
1400,Stanley Tucci
1401,Mary Beth Aylesworth
1402,Ron Silver
1403,Mathieu Kassovitz
1404,U Aung Ko
1405,Tim Matheson
1406,Guy Pearce
1407,Luke Edwards
1408,Dave Foley
1409,Sonia Braga
1410,Edward Everett Horton
1411,Halle Berry
1412,Craig Fairbrass
1413,Jennifer Tilly
1414,Louis Jourdan
1415,Clifton Webb
1416,Bernard Hill
1417,Arturo Cámara
1418,Jason Lee
1419,Jeanne Moreau
1420,Larry B. Scott
1421,William Shatner
1422,Marilyn Sokol
1423,Tim Robbins
1424,Robert Sean Leonard
1425,Robert De Niro
1426,Louise Smith
1427,Barry Otto
1428,Nikita Mikhalkov
1429,Tony Robinow
1430,Jennifer Grey
1431,Steven Berkoff
1432,Patricia Clarkson
1433,James Brolin
1434,Kaipu Cohen
1435,Fengyi Zhang
1436,Nathan Yapp
1437,Aline Kominsky-Crumb
1438,Anna Chlumsky
1439,Peter Sellers
1440,Jürgen Prochnow
1441,Gena Rowlands
1442,Linda Larkin
1443,Élodie Bouchez
1444,Ginger Rogers
1445,Ciarán Hinds
1446,Juliet Landau
1447,Mara Wilson
1448,Harry Stockwell
1449,Barbara Bel Geddes
1450,Mohan Agashe
1451,Dr. Dre
1452,Demi Moore
1453,Rhea Perlman
1454,Shar-Ron Corley
1455,Paul Rudd
1456,Elisabeth Shue
1457,Lili Taylor
1458,Gregory Peck
1459,Carla Gugino
1460,Ernest Borgnine
1461,Eileen Colgan
1462,Karl Hardman
1463,Paul Henreid
1464,Joan Crawford
1465,Stephen Dorff
1466,Alyssa Milano
1467,Sissy Spacek
1468,Frédérique Feder
1469,Kathy Larson
1470,Vincent Perez
1471,Clive Russell
1472,Patricia Neal
1473,Gary Cole
1474,William Sadler
1475,Bill Nunn
1476,Gabrielle Anwar
1477,Ed Harris
1478,Jim Broadbent
1479,Joan Bennett
1480,Mamaengaroa Kerr-Bell
1481,Michael Gambon
1482,Richard Brooks
1483,Duane Jones
1484,Frank Whaley
1485,Cathy Moriarty
1486,Frank Thomas
1487,Cyril Collard
1488,Patrick Stewart
1489,Pierre Brasseur
1490,Anthony Quinn
1491,Kate Beckinsale
1492,Omar Epps
1493,Christoph Colomb
1494,Anne Parillaud
1495,Edward Stanley
1496,Kim Greist
1497,Martin Landau
1498,Sergey Dreyden
1499,Lazar Ristovski
1500,Jeremy Northam
1501,Michelle Trachtenberg
1502,Kuei-Mei Yang
1503,Kurt Russell
1504,Eddie Bowz
1505,Lynn Carlin
1506,Karuna Bannerjee
1507,Frederick Weller
1508,Steven Duffy
1509,Rose Gregorio
1510,Adam Ant
1511,Nicole Kidman
1512,Art Carney
1513,Dolph Lundgren
1514,Paul Terry
1515,Anthony Hopkins
1516,Saul Rubinek
1517,Catherine Deneuve
1518,Dennis Haysbert
1519,Walter Connolly
1520,Michael Madsen
1521,John Larroquette
1522,Harrison Ford
1523,James Duval
1524,Nick Baldasare
1525,Khaled Ksouri
1526,Victoria Abril
1527,Daniel Bernhardt
1528,Heather Beckel
1529,David Paymer
1530,Kevin J. O'Connor
1531,Atsuko Tanaka
1532,Grace Kelly
1533,Marcia Gay Harden
1534,Billy Bob Thornton
1535,Jochen Nickel
1536,Kathleen Turner
1537,Dustin Hoffman
1538,Dylan McDermott
1539,Nelly Alard
1540,Youssef Abed-Alnour
1541,Sharon Stone
1542,Vladimir Vega
1543,Dana Delany
1544,Derek Keurvorst
1545,Anthony DeSando
1546,Stéphane Audran
1547,Judith O'Dea
1548,John Haycraft
1549,Patrick Bergin
1550,Judy Davis
1551,Shirley MacLaine
1552,Megan Ward
1553,Daniel Stern
1554,Ann Turkel
1555,Ricki Lake
1556,Embeth Davidtz
1557,Michael Maloney
1558,Serge Yanogo
1559,Jared Leto
1560,Rutger Hauer
1561,Jim Jarmusch
1562,Ryan Slater
1563,Caroline Goodall
1564,John Plumpis
1565,Tina Cote
1566,Roberta Guaspari
1567,Robert Redford
1568,Travis Tedford
1569,Ally Walker
1570,Randy Quaid
1571,Owen Wilson
1572,Jeremy Davies
1573,Patrick Swayze
1574,Charlie Sheen
1575,Omar Townsend
1576,Ron Perlman
1577,Will Smith
1578,Laura Linney
1579,Thomas Kretschmann
1580,William Frawley
1581,Kelsey Grammer
1582,Antoine Pialat
1583,Edward Furlong
1584,Cary Elwes
1585,Brad Sullivan
1586,Jessica Lange
1587,Arie Verveen
1588,Elsa Zylberstein
1589,Denis Leary
1590,Donna Frotscher
1591,Bruklin Harris
1592,Jeni Courtney
1593,Tôru Nakamura
1594,Richard Lewis
1595,Danny Glover
1596,Kate Burton
1597,Marya Cohn
1598,Olivier Martinez
1599,Susie Bright
1600,Liv Tyler
1601,Joe Mantegna
1602,Margaret Cho
1603,Gandong Cervantes
1604,Jim Mallon
1605,Bill Paxton
1606,Joanne Nail
1607,Rosine Yanogo
1608,Emma Coles
1609,Adolphe Menjou
1610,Anna Paquin
1611,Corinna Harfouch
1612,Helena Bonham Carter
1613,Irène Jacob
1614,Chazz Palminteri
1615,Courteney Cox
1616,F. Murray Abraham
1617,Jimmy Smits
1618,John Ashton
1619,Brock Pierce
1620,Fred Astaire
1621,Steve Cardenas
1622,Don Rickles
1623,Daniel Auteuil
1624,Beulah Bondi
1625,Kate Maberly
1626,Winona Ryder
1627,Robert Peterson
1628,Jennifer Connelly
1629,Paul Reiser
1630,Shelley Long
1631,Will Patton
1632,Matt Keeslar
1633,Akim Tamiroff
1634,Ben Niu
1635,Dina Meyer
1636,George Peppard
1637,Bruce Davison
1638,Oscar Levant
1639,Carin C. Tietze
1640,Viveca Lindfors
1641,Toni Collette
1642,Jeanne Tripplehorn
1643,Gemma Jones
1644,Stéphane Rideau
1645,Leonardo DiCaprio
1646,Johnny Depp
1647,Aeryk Egan
1648,Nina Xining Zuo
1649,Jennifer Jason Leigh
1650,Rebecca De Mornay
1651,Dennis Miller
1652,JD Souther
1653,James Russo
1654,Robert Morley
1655,Enrico Lo Verso
1656,Warren Beatty
1657,Claudia Kaleem
